text,text_norm,label,label_full,score,chunk_idx,tese_id
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8477,29,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8947,29,14
LAPLANTE PHILLIP A.,laplante phillip a.,AUTOR,pesquisador ou autor,0.823,29,14
SOUZA D. T.,souza d. t.,AUTOR,pesquisador ou autor,0.8527,30,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.582,30,14
Arduino,arduino,LANG,linguagem de programação,0.6328,34,14
Souza D. T.,souza d. t.,AUTOR,pesquisador ou autor,0.9482,35,14
STR,str,LANG,linguagem de programação,0.5139,37,14
STR,str,LANG,linguagem de programação,0.5353,37,14
STR,str,HARDWARE,hardware ou plataforma embarcada,0.4188,38,14
STR,str,HARDWARE,hardware ou plataforma embarcada,0.505,38,14
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4821,38,14
VHDL,vhdl,PROTOCOLO,protocolo ou padrão de comunicação,0.7831,40,14
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7788,40,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8791,41,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8398,41,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7975,44,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8143,44,14
Matlab,matlab,LANG,linguagem de programação,0.8106,45,14
Simulink,simulink,LANG,linguagem de programação,0.8341,45,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.5906,46,14
Simulink,simulink,FRAMEWORK,framework ou biblioteca de software,0.5968,46,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.808,47,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.5596,49,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.4249,50,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8971,50,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8559,50,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7826,51,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.903,52,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.925,52,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.7902,53,14
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8086,59,14
Sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.6303,62,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.7419,64,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.7566,64,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.4238,65,14
Laplante Phillip A.,laplante phillip a.,AUTOR,pesquisador ou autor,0.9545,65,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.5431,66,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.6524,67,14
SISTEMAS EMBARCADOS,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.8583,67,14
NASA,nasa,EMPRESA,organização ou empresa de tecnologia,0.6266,69,14
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.7789,71,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.4748,72,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.6279,73,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.629,74,14
Field Programmable Gate Array,fpga,HARDWARE,hardware ou plataforma embarcada,0.4747,74,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6519,74,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6908,74,14
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.922,74,14
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.9108,76,14
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.9332,76,14
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7448,77,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7914,77,14
VHDL,vhdl,LANG,linguagem de programação,0.9288,77,14
Verilog,verilog,LANG,linguagem de programação,0.8261,78,14
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4052,78,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7453,80,14
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7182,81,14
Laplante Phillip A.,laplante phillip a.,AUTOR,pesquisador ou autor,0.8202,83,14
Laplante Phillip A.,laplante phillip a.,AUTOR,pesquisador ou autor,0.7776,84,14
Laplante Phillip A.,laplante phillip a.,AUTOR,pesquisador ou autor,0.8836,87,14
Laplante Phillip A.,laplante phillip a.,AUTOR,pesquisador ou autor,0.9319,89,14
Laplante Phillip A.,laplante phillip a.,AUTOR,pesquisador ou autor,0.8693,90,14
SISTEMAS EMBARCADOS,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.5503,92,14
sistemas embarcados,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.5604,99,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5985,100,14
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.723,101,14
SISTEMAS EMBARCADOS,sistemas embarcados,HARDWARE,hardware ou plataforma embarcada,0.4423,102,14
STRSD,strsd,HARDWARE,hardware ou plataforma embarcada,0.4171,105,14
STRSD,strsd,HARDWARE,hardware ou plataforma embarcada,0.4655,106,14
MCP,mcp,FRAMEWORK,framework ou biblioteca de software,0.5364,107,14
MCP,mcp,FRAMEWORK,framework ou biblioteca de software,0.4688,107,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.5663,108,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5853,108,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.6376,110,14
STRSD,strsd,HARDWARE,hardware ou plataforma embarcada,0.4589,111,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.5489,114,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.3876,114,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.4805,114,14
MGS,mgs,FRAMEWORK,framework ou biblioteca de software,0.5284,115,14
MGS,mgs,FRAMEWORK,framework ou biblioteca de software,0.5026,115,14
MGS,mgs,FRAMEWORK,framework ou biblioteca de software,0.5692,115,14
MCP,mcp,FRAMEWORK,framework ou biblioteca de software,0.5484,117,14
MCP,mcp,FRAMEWORK,framework ou biblioteca de software,0.526,121,14
MCP,mcp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5251,124,14
MGS,mgs,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4538,124,14
MCP,mcp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6108,124,14
MCP,mcp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6266,124,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.6233,125,14
MGS,mgs,HARDWARE,hardware ou plataforma embarcada,0.5315,125,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.6726,125,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.5856,125,14
MGS,mgs,PROTOCOLO,protocolo ou padrão de comunicação,0.4869,125,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.463,135,14
Método de Euler,método de euler,METODO,método ou técnica computacional,0.4553,135,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.7933,136,14
método de Euler melhorado,método de euler melhorado,METODO,método ou técnica computacional,0.8574,136,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.6486,136,14
método de Euler melhorado,método de euler melhorado,METODO,método ou técnica computacional,0.8104,136,14
Método de Runge-Kutta de ordem 3,método de runge-kutta de ordem 3,METODO,método ou técnica computacional,0.9313,138,14
método de Runge-Kutta de ordem 3,método de runge-kutta de ordem 3,METODO,método ou técnica computacional,0.9206,138,14
método de Runge-Kutta de ordem 3,método de runge-kutta de ordem 3,METODO,método ou técnica computacional,0.8324,138,14
Método de Runge-Kutta de ordem 3,método de runge-kutta de ordem 3,METODO,método ou técnica computacional,0.7098,140,14
Método de Runge-Kutta de ordem 4,método de runge-kutta de ordem 4,METODO,método ou técnica computacional,0.8798,140,14
método de Runge-Kutta de ordem 4,método de runge-kutta de ordem 4,METODO,método ou técnica computacional,0.9139,140,14
método de Runge-Kutta de ordem 4,método de runge-kutta de ordem 4,METODO,método ou técnica computacional,0.7362,142,14
Método de Runge-Kutta de ordem 4,método de runge-kutta de ordem 4,METODO,método ou técnica computacional,0.6417,142,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6219,143,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7097,143,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8173,144,14
Simulink,simulink,FRAMEWORK,framework ou biblioteca de software,0.3811,144,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8227,144,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.545,145,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7728,157,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.6197,158,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.6049,158,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7549,164,14
MGS,mgs,FRAMEWORK,framework ou biblioteca de software,0.5696,165,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7765,166,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8226,166,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5222,166,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.9313,167,14
Simulink,simulink,FRAMEWORK,framework ou biblioteca de software,0.4476,167,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.9514,167,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7268,172,14
Simulink,simulink,LANG,linguagem de programação,0.6601,172,14
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.7269,175,14
plataforma,plataforma,HARDWARE,hardware ou plataforma embarcada,0.4766,176,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.8298,178,14
método de Euler Melhorado,método de euler melhorado,METODO,método ou técnica computacional,0.8169,178,14
Simulink,simulink,LANG,linguagem de programação,0.4333,179,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.478,180,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.6367,182,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.4958,182,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.6456,182,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.6522,183,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.5938,183,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.5242,183,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.6149,184,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.6089,185,14
plataforma,plataforma,HARDWARE,hardware ou plataforma embarcada,0.3887,186,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.4771,186,14
plataforma,plataforma,HARDWARE,hardware ou plataforma embarcada,0.4979,186,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.755,188,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.6747,188,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.5373,188,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.7659,189,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.6772,189,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.545,189,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.91,190,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.8546,190,14
Simulink,simulink,LANG,linguagem de programação,0.5992,192,14
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.4849,198,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.3809,201,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8115,201,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8391,201,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.9165,202,14
Simulink,simulink,FRAMEWORK,framework ou biblioteca de software,0.5145,202,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.9212,202,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.633,210,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.5629,210,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.5449,211,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.8849,212,14
método de Euler Melhorado,método de euler melhorado,METODO,método ou técnica computacional,0.7114,212,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.6045,212,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.4648,212,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.4924,213,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.5465,214,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.8849,215,14
método de Euler Melhorado,método de euler melhorado,METODO,método ou técnica computacional,0.7114,215,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.6045,215,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.4648,215,14
ML605,ml605,HARDWARE,hardware ou plataforma embarcada,0.8574,216,14
Circuito RC,circuito rc,HARDWARE,hardware ou plataforma embarcada,0.9272,216,14
ML605,ml605,HARDWARE,hardware ou plataforma embarcada,0.8739,216,14
Circuito RC,circuito rc,HARDWARE,hardware ou plataforma embarcada,0.9278,216,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8864,218,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.8508,218,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8642,218,14
método de Euler Melhorado,método de euler melhorado,METODO,método ou técnica computacional,0.5473,218,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8529,218,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.7062,218,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8804,218,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.475,218,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8587,219,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.5122,219,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8686,219,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.849,220,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.53,220,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8507,220,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8864,221,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.8508,221,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8642,221,14
método de Euler Melhorado,método de euler melhorado,METODO,método ou técnica computacional,0.5473,221,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8529,221,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.7062,221,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8804,221,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.475,221,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8559,222,14
método de Euler,método de euler,METODO,método ou técnica computacional,0.5101,222,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8659,222,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8493,223,14
método de Runge-Kutta,método de runge-kutta,METODO,método ou técnica computacional,0.5195,223,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.8557,223,14
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6933,224,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.7431,224,14
MCP,mcp,HARDWARE,hardware ou plataforma embarcada,0.5133,224,14
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.6681,225,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.9186,226,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.9007,226,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.5001,227,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.7174,231,14
STRSD-FPGA,strsd-fpga,HARDWARE,hardware ou plataforma embarcada,0.7701,231,14
Arduino,arduino,HARDWARE,hardware ou plataforma embarcada,0.4524,232,14
Arduino,arduino,HARDWARE,hardware ou plataforma embarcada,0.593,232,14
C++,c++,LANG,linguagem de programação,0.5714,234,14
ACM,acm,EMPRESA,organização ou empresa de tecnologia,0.5635,240,14
ACM,acm,EMPRESA,organização ou empresa de tecnologia,0.526,240,14
NASA,nasa,EMPRESA,organização ou empresa de tecnologia,0.7459,243,14
Nasa,nasa,EMPRESA,organização ou empresa de tecnologia,0.7861,243,14
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.7314,246,14
Método de Euler,método de euler,METODO,método ou técnica computacional,0.6763,248,14
Método de Euler,método de euler,METODO,método ou técnica computacional,0.5772,248,14
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9699,0,15
Prof. Dr. Marcelo Augusto Costa Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.7862,1,15
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.8714,1,15
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9718,2,15
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9643,4,15
Centro de Tecnologia,centro de tecnologia,INSTITUICAO,instituição de ensino ou pesquisa,0.6065,4,15
Programa de Pós-Graduação em Engenharia Elétrica e de Computação,programa de pós-graduação em engenharia elétrica e de computação,INSTITUICAO,instituição de ensino ou pesquisa,0.5772,4,15
Marcelo Augusto Costa fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9124,4,15
Algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6652,4,15
Programação linear,programação linear,LANG,linguagem de programação,0.9316,5,15
Programação estocástica,programação estocástica,LANG,linguagem de programação,0.8504,5,15
Marcelo Augusto Costa,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.7979,5,15
Marcelo Fernandes,marcelo fernandes,AUTOR,pesquisador ou autor,0.8287,6,15
programação linear,programação linear,LANG,linguagem de programação,0.5583,8,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.548,9,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5268,9,15
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4607,12,15
Programação linear,programação linear,METODO,método ou técnica computacional,0.6823,12,15
Programação estocástica,programação estocástica,METODO,método ou técnica computacional,0.6358,12,15
linear programming,linear programming,METODO,método ou técnica computacional,0.5498,12,15
genetic algorithms,genetic algorithms,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5659,12,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5049,13,15
genetic algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6786,14,15
genetic algorithms,genetic algorithms,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6361,14,15
ELCGA,elcga,METODO,método ou técnica computacional,0.6932,15,15
CMA,cma,METODO,método ou técnica computacional,0.7428,15,15
Genetic Algorithms,genetic algorithms,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5067,17,15
Linear Programming,linear programming,LANG,linguagem de programação,0.635,17,15
Algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5549,18,15
Algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4335,18,15
método da roleta,método da roleta,METODO,método ou técnica computacional,0.5589,19,15
AWGN,awgn,LANG,linguagem de programação,0.5372,21,15
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.6882,23,15
16-QAM,16-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.6376,23,15
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.5735,24,15
16-QAM,16-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.5341,24,15
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7094,25,15
CMA,cma,FRAMEWORK,framework ou biblioteca de software,0.3854,29,15
Genetic algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8381,32,15
Linear programming,linear programming,METODO,método ou técnica computacional,0.4507,33,15
ISI,isi,PROTOCOLO,protocolo ou padrão de comunicação,0.6163,38,15
ISI,isi,PROTOCOLO,protocolo ou padrão de comunicação,0.6642,38,15
ISI,isi,PROTOCOLO,protocolo ou padrão de comunicação,0.6409,38,15
ISI,isi,EMPRESA,organização ou empresa de tecnologia,0.4457,39,15
ISI,isi,INSTITUICAO,instituição de ensino ou pesquisa,0.4869,40,15
ISI,isi,INSTITUICAO,instituição de ensino ou pesquisa,0.6003,40,15
equalização cega,equalização cega,METODO,método ou técnica computacional,0.6191,43,15
equalização cega,equalização cega,METODO,método ou técnica computacional,0.8363,43,15
equalização cega,equalização cega,METODO,método ou técnica computacional,0.7801,43,15
HOS,hos,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4392,44,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6012,44,15
HOS,hos,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4864,44,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4807,44,15
ISI,isi,INSTITUICAO,instituição de ensino ou pesquisa,0.5961,45,15
CMA,cma,INSTITUICAO,instituição de ensino ou pesquisa,0.5209,45,15
HOS,hos,LANG,linguagem de programação,0.5382,46,15
Programação Linear,programação linear,LANG,linguagem de programação,0.6768,48,15
CMA,cma,LANG,linguagem de programação,0.4017,48,15
programação linear,programação linear,LANG,linguagem de programação,0.4911,48,15
programação linear,programação linear,LANG,linguagem de programação,0.582,49,15
programação linear,programação linear,LANG,linguagem de programação,0.4393,52,15
Genetic Algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5133,54,15
CMA,cma,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4209,55,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4572,58,15
algoritmos,algoritmos,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6104,60,15
programação linear,programação linear,LANG,linguagem de programação,0.5164,61,15
programação linear,programação linear,LANG,linguagem de programação,0.4948,62,15
programação linear,programação linear,LANG,linguagem de programação,0.904,63,15
programação linear,programação linear,LANG,linguagem de programação,0.9143,63,15
algoritmos genéticos,algoritmo genético,METODO,método ou técnica computacional,0.6324,64,15
programação linear,programação linear,LANG,linguagem de programação,0.5802,66,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5654,67,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5231,67,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.535,67,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9538,68,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9281,68,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9098,68,15
Marcelo Fernandes,marcelo fernandes,AUTOR,pesquisador ou autor,0.8611,69,15
Marcelo Fernandes,marcelo fernandes,AUTOR,pesquisador ou autor,0.8932,69,15
Marcelo Fernandes,marcelo fernandes,AUTOR,pesquisador ou autor,0.8831,70,15
Programação Linear,programação linear,LANG,linguagem de programação,0.734,71,15
Programação Linear,programação linear,LANG,linguagem de programação,0.7649,71,15
ELC-GA,elc-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.493,72,15
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6718,74,15
ALGORITMOS GENÉTICOS,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5645,77,15
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7404,79,15
algoritmos genéticos,algoritmo genético,METODO,método ou técnica computacional,0.6579,81,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6687,82,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7407,82,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5686,83,15
fenótipo,fenótipo,METODO,método ou técnica computacional,0.4979,88,15
fenótipo,fenótipo,METODO,método ou técnica computacional,0.5243,88,15
fenótipo,fenótipo,METODO,método ou técnica computacional,0.4811,88,15
fenótipo,fenótipo,METODO,método ou técnica computacional,0.4978,88,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7808,89,15
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6138,89,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6179,90,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5395,93,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4122,95,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6502,98,15
ALGORITMOS GENÉTICOS,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4476,102,15
método da roleta,método da roleta,METODO,método ou técnica computacional,0.857,105,15
método da roleta,método da roleta,METODO,método ou técnica computacional,0.8345,105,15
método da roleta,método da roleta,METODO,método ou técnica computacional,0.5144,107,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7493,109,15
ALGORITMOS GENÉTICOS,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6572,116,15
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6378,116,15
algoritmo genético,algoritmo genético,METODO,método ou técnica computacional,0.6141,128,15
